,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Soll 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2023 %,Percentagechange Ist 2018 vs. Ist 2023,Ist 2018 %
255,2 Angebot,Produkt MSW,Anzahl Ausbildungsplätze,200.0,198.0,186.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,Berufsbildung (540),Berufsbildung (540),-10.0,-10.0,0
256,2 Angebot,Produkt MSW,Anteil Winterthurer/Winterthurerinnen an,27.0,30.0,30.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,Berufsbildung (540),Berufsbildung (540),11.11111111111111,11.1,0
257,2 Angebot,Produkt Berufsvorbereitungsjahr Profil,Anzahl Ausbildungsplätze (Berufsvorbereitungsjahr),450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
258,3 Wirkungsorientierter Faktor,Produkt MSW,"Qualität des Lehrabschlusses, Ø Abschlussnote",4.8,4.7,4.7,4.85,4.81,4.9,4.7,4.7,4.7,4.7,4.7,Berufsbildung (540),Berufsbildung (540),2.0833333333333446,2.1,0
259,4 Wirkungsorientierter Faktor,Produkt MSW,"Anzahl Schüler:innen, welche die BM1",32.0,40.0,50.0,30.0,33.0,37.0,60.0,60.0,60.0,60.0,60.0,Berufsbildung (540),Berufsbildung (540),15.625,15.6,0
260,5 Wirkungsorientierter Faktor,Produkt Berufsvorbereitungsjahr Profil,Anschlusslösung an das Berufsvorbereitungsjahr in %,98.0,93.0,93.0,95.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,Berufsbildung (540),Berufsbildung (540),-1.0204081632653061,-1.0,0
261,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,8749511.0,8351755.0,7510817.0,7324636.0,7570559.0,8486364.0,8311804.0,8679526.0,8718276.0,8615114.0,8663423.0,Berufsbildung (540),Berufsbildung (540),-3.00756236548534,-3.0,0
262,Globalkredit,Nettokosten / Globalkredit,Personalkosten,13389191.0,12572992.0,12652767.0,13383478.0,13716727.0,14155117.0,14110019.0,14430515.0,14542303.0,14536103.0,14535103.0,Berufsbildung (540),Berufsbildung (540),5.72048004991489,5.7,0
263,Globalkredit,Nettokosten / Globalkredit,Sachkosten,3550472.0,3076472.0,2057754.0,1662184.0,2102897.0,1663694.0,1992664.0,2142256.0,2132194.0,2280975.0,2293194.0,Berufsbildung (540),Berufsbildung (540),-53.141610467566004,-53.1,0
264,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,858865.0,534397.0,227511.0,325524.0,324042.0,396919.0,405740.0,410740.0,421740.0,421740.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
265,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
266,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
267,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,1176608.0,1007444.0,1615815.0,1396501.0,1347831.0,1394579.0,1350017.0,1450130.0,1421846.0,1462340.0,1501668.0,Berufsbildung (540),Berufsbildung (540),18.52537123663956,18.5,0
268,Globalkredit,Nettokosten / Globalkredit,Mietkosten,632183.0,38144.0,38144.0,40563.0,38584.0,50288.0,200379.0,231269.0,201269.0,201269.0,201269.0,Berufsbildung (540),Berufsbildung (540),-92.04534130149024,-92.0,0
269,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,381306.0,315617.0,253229.0,275700.0,323001.0,339592.0,277527.0,342314.0,342621.0,345384.0,343145.0,Berufsbildung (540),Berufsbildung (540),-10.93977015835051,-10.9,0
270,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,19129759.0,17869535.0,17152106.0,16985937.0,17854564.0,17927312.0,18327526.0,19002224.0,19050974.0,19247812.0,19296121.0,Berufsbildung (540),Berufsbildung (540),-6.285740452872407,-6.3,0
271,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
272,Globalkredit,Total effektive Kosten,Total effektive Kosten,19129759.0,17869535.0,17152106.0,16985937.0,17854564.0,17927312.0,18327526.0,19002224.0,1905097.0,19247812.0,19296121.0,Berufsbildung (540),Berufsbildung (540),-6.285740452872407,-6.3,0
273,Globalkredit,Total effektive Kosten,Verkäufe,929489.0,807000.0,809000.0,319631.0,478681.0,540297.0,607000.0,655000.0,655000.0,655000.0,655000.0,Berufsbildung (540),Berufsbildung (540),-41.87160902388302,-41.9,0
274,Globalkredit,Total effektive Kosten,Gebühren,2455304.0,2611800.0,2468800.0,2396618.0,2583161.0,2431092.0,2510426.0,1701440.0,1701440.0,1701440.0,1701440.0,Berufsbildung (540),Berufsbildung (540),-0.9861100702805029,-1.0,0
275,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,235217.0,57880.0,221869.0,203134.0,486269.0,183663.0,195696.0,212420.0,198420.0,198420.0,198420.0,Berufsbildung (540),Berufsbildung (540),-21.91763350438106,-21.9,0
276,Globalkredit,Total effektive Kosten,Beiträge von Dritten,6447198.0,6017100.0,6117620.0,6710135.0,6707440.0,6259145.0,6676600.0,7730818.0,7754818.0,8054818.0,8054818.0,Berufsbildung (540),Berufsbildung (540),-2.916817507388481,-2.9,0
277,Globalkredit,Total effektive Kosten,Interne Erlöse,313040.0,24000.0,24000.0,31783.0,28453.0,26752.0,26000.0,23020.0,23020.0,23020.0,23020.0,Berufsbildung (540),Berufsbildung (540),-91.45412726808075,-91.5,0
278,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,10380248.0,9517780.0,9641289.0,9661301.0,10284005.0,9440948.0,10015722.0,10322698.0,10332698.0,10632698.0,10632698.0,Berufsbildung (540),Berufsbildung (540),-9.048916750351243,-9.0,0
279,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
280,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,10380248.0,9517780.0,9641289.0,9661301.0,10284005.0,9440948.0,10015722.0,10322698.0,10332698.0,10632698.0,10632698.0,Berufsbildung (540),Berufsbildung (540),-9.048916750351243,-9.0,0
281,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),8749511.0,8351755.0,7510817.0,7324636.0,7570559.0,8486364.0,8311804.0,8679526.0,8718276.0,8615114.0,8663423.0,Berufsbildung (540),Berufsbildung (540),-3.00756236548534,-3.0,0
282,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,53.0,54.0,56.0,57.0,58.0,53.0,55.0,53.0,53.0,55.0,55.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
283,Stellenplan,Personal,Stelleneinheiten,18.3,17.15,17.18,16.7,16.3,18.6,18.16,18.56,,,,Berufsbildung (540),Berufsbildung (540),1.6393442622950858,1.6,0
284,Stellenplan,Personal,Auszubildende,185.0,186.0,186.0,172.0,178.0,168.0,183.0,182.0,,,,Berufsbildung (540),Berufsbildung (540),-9.18918918918919,-9.2,0
285,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
286,Nettokosten,Kosten,Kosten,10104552.0,9100633.0,8352531.0,7877079.0,8133914.0,8452661.0,8637198.0,8768766.0,,,,Berufsbildung (540),Produkt 1 MSW,-16.34798851052476,-16.3,0
287,Nettokosten,Erlös,Erlös,5067373.0,4478000.0,4473200.0,4054927.0,4401944.0,4272782.0,4280088.0,4330866.0,,,,Berufsbildung (540),Produkt 1 MSW,-15.680531115432,-15.7,0
288,Nettokosten,Nettokosten,Nettokosten,5037179.0,4622633.0,3879331.0,3822153.0,3731970.0,4179879.0,4357110.0,4437900.0,,,,Berufsbildung (540),Produkt 1 MSW,-17.019446797503125,-17.0,0
289,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,50.0,49.0,54.0,51.0,54.0,51.0,50.0,49.0,,,,Berufsbildung (540),Produkt 1 MSW,2.0,2.0,0
290,Operative Ziele,Abschlusserfolgsquote in %,Abschlusserfolgsquote in %,93.0,100.0,100.0,100.0,96.2,100.0,100.0,100.0,,,,Berufsbildung (540),Produkt 1 MSW,7.526881720430108,7.5,0
291,Operative Ziele,Lehrabbruchquote in %,Lehrabbruchquote in %,4.8,3.0,3.0,2.3,6.2,7.0,3.0,3.0,,,,Berufsbildung (540),Produkt 1 MSW,45.833333333333336,45.8,0
292,Operative Ziele,Ø Anzahl Lernende / Klasse,Ø Anzahl Lernende / Klasse,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,,,,Berufsbildung (540),Produkt 1 MSW,0.0,0.0,0
293,Operative Ziele,Vollkosten pro Ausbildungsplatz in Franken,Vollkosten pro Ausbildungsplatz in Franken,50523.0,45952.0,45134.0,43762.0,45188.0,50661.0,47985.0,48491.0,,,,Berufsbildung (540),Produkt 1 MSW,0.2731429250044534,0.3,0
294,Operative Ziele,Kosten pro Ausbildungsplatz für die Stadt Winterthur in Franken,Kosten pro Ausbildungsplatz für die Stadt Winterthur in Franken,25186.0,23347.0,21085.0,21234.0,20733.0,24880.0,23778.0,24430.0,,,,Berufsbildung (540),Produkt 1 MSW,-1.2149606924481855,-1.2,0
295,Operative Ziele,Ertrag aus produktiven Aufträgen in Franken,Ertrag aus produktiven Aufträgen in Franken,693293.0,421200.0,421200.0,196759.0,382303.0,518321.0,427000.0,427000.0,,,,Berufsbildung (540),Produkt 1 MSW,-25.237814315159678,-25.2,0
296,Leistungsmengen,Anzahl Plätze,Anzahl Plätze,200.0,198.0,186.0,180.0,180.0,180.0,180.0,180.0,,,,Berufsbildung (540),Produkt 1 MSW,-10.0,-10.0,0
297,Leistungsmengen,Anzahl Lernende,Anzahl Lernende,185.0,198.0,186.0,172.0,177.0,168.0,180.0,180.0,,,,Berufsbildung (540),Produkt 1 MSW,-9.18918918918919,-9.2,0
298,Leistungsmengen,Anzahl Lernende,davon Anzahl Winterthurer Lernende,50.0,63.0,55.0,51.0,56.0,54.0,60.0,60.0,,,,Berufsbildung (540),Produkt 1 MSW,8.0,8.0,0
299,Nettokosten,Kosten,Kosten,8741759.0,8768901.0,8799575.0,9067869.0,9648274.0,9474651.0,9690327.0,10233458.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,8.383804678211789,8.4,0
300,Nettokosten,Erlös,Erlös,5110051.0,5039780.0,5168089.0,5566332.0,5697590.0,5168166.0,5735634.0,5991832.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,1.1372684930150403,1.1,0
301,Nettokosten,Nettokosten,Nettokosten,3631708.0,3729121.0,3631486.0,3501537.0,3950685.0,4306485.0,3954693.0,4241626.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,18.58015567330854,18.6,0
302,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,58.0,57.0,59.0,61.0,59.0,55.0,59.0,59.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-5.172413793103448,-5.2,0
303,Operative Ziele,Anzahl Schülerinnen und Schüler pro Klasse,Anzahl Schülerinnen und Schüler pro Klasse,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-7.142857142857142,-7.1,0
304,Operative Ziele,Schulabbruchquote in %,Schulabbruchquote in %,11.0,9.0,9.0,7.0,6.0,3.0,10.0,9.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-72.72727272727273,-72.7,0
305,Operative Ziele,Anschlusserfolgsquote in % reguläre Klassen,Anschlusserfolgsquote in % reguläre Klassen,98.0,94.0,94.0,95.0,97.0,99.0,96.0,96.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,1.0204081632653061,1.0,0
306,Operative Ziele,Anschlusserfolgsquote in % Sprache und Integration 1,Anschlusserfolgsquote in % Sprache und Integration 1,98.0,85.0,85.0,89.0,97.0,93.0,80.0,80.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-5.1020408163265305,-5.1,0
307,Operative Ziele,Vollkosten pro belegtem Ausbildungsplatz in Franken (Bruttokosten / Anzahl Schüler effektiv geplant),Vollkosten pro belegtem Ausbildungsplatz in Franken (Bruttokosten / Anzahl Schüler effektiv geplant),26331.0,25791.0,26605.0,27313.0,26553.0,26246.0,26332.0,27051.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-0.32281341384679657,-0.3,0
308,Operative Ziele,Kosten pro belegter Ausbildungsplatz für die Stadt Winterthur für Winterthurer Schüler in Franken,Kosten pro belegter Ausbildungsplatz für die Stadt Winterthur für Winterthurer Schüler in Franken,17131.0,17928.0,18100.0,16136.0,18206.0,19225.0,17499.0,15465.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,12.223454556067948,12.2,0
309,Leistungsmengen,Anzahl Plätze (maximale Kapazität),Anzahl Plätze (maximale Kapazität),450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,0.0,0.0,0
310,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),Anzahl Schüler:innen (geplante Kapazität),332.0,340.0,331.0,332.0,362.0,361.0,368.0,377.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,8.734939759036145,8.7,0
311,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),davon Winterthurerinnen und Winterthurer,212.0,208.0,201.0,217.0,243.0,224.0,226.0,272.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,5.660377358490567,5.7,0
312,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),davon Auswärtige,120.0,132.0,130.0,115.0,119.0,137.0,142.0,105.0,,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,14.166666666666666,14.2,0
313,1 Verbesserte Chancengerechtigkeit für Kinder im Vorschulalter,"Kinder mit entsprechendem Bedarf profitieren von den Angeboten zur Frühförderung mit dem Ziel, den Kindergarten-Eintritt erfolgreich zu meistern. (W)","Anteil (in %) der Kinder, die von Angeboten der Frühen Förderung profitierten mit altersgemässer motorischer Entwicklung (W) (1)",90.0,80.0,80.0,90.0,93.0,73.0,80.0,80.0,80.0,80.0,80.0,Familie und Betreuung (570),Familie und Betreuung (570),-18.88888888888889,-18.9,0
314,1 Verbesserte Chancengerechtigkeit für Kinder im Vorschulalter,"Kinder mit entsprechendem Bedarf profitieren von den Angeboten zur Frühförderung mit dem Ziel, den Kindergarten-Eintritt erfolgreich zu meistern. (W)","Anteil (in %) der Kinder, die von Angeboten der Frühen Förderung profitierten mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (W) (2)",89.0,90.0,90.0,80.0,87.0,88.0,90.0,90.0,90.0,90.0,90.0,Familie und Betreuung (570),Familie und Betreuung (570),-1.1235955056179776,-1.1,0
315,2 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Eltern und Erwachsene mit Bedarf erhalten Zugang zu niederschwelligen Angeboten (L),Angebotsformen niederschwelliger Elternunterstützung im Rahmen der Frühen Förderung (3),5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Familie und Betreuung (570),Familie und Betreuung (570),-20.0,-20.0,0
316,2 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Plätze in Spielgruppen mit Zweierleitung (4),140.0,140.0,190.0,140.0,200.0,190.0,200.0,200.0,200.0,200.0,200.0,Familie und Betreuung (570),Familie und Betreuung (570),35.714285714285715,35.7,0
317,3 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl von der Stadt finanzierte Elki-Treffs (5),78.0,78.0,156.0,104.0,182.0,204.0,273.0,273.0,273.0,273.0,273.0,Familie und Betreuung (570),Familie und Betreuung (570),161.53846153846155,161.5,0
318,4 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),"Anzahl von der Stadt finanzierte Plätze pro Jahr im Programm ""schritt:weise"" (6)",9.0,9.0,32.0,16.0,20.0,23.0,32.0,32.0,32.0,32.0,32.0,Familie und Betreuung (570),Familie und Betreuung (570),155.55555555555557,155.6,0
319,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,20639193.0,19957023.0,26262051.0,28893945.0,30188800.0,34647103.0,33599453.0,37490794.0,39805253.0,41927701.0,43581144.0,Familie und Betreuung (570),Familie und Betreuung (570),67.87043466282815,67.9,0
320,Globalkredit,Nettokosten / Globalkredit,Personalkosten,16495336.0,16618390.0,19540642.0,21590870.0,23216763.0,26338261.0,26609517.0,31191753.0,33241677.0,35114020.0,37008851.0,Familie und Betreuung (570),Familie und Betreuung (570),59.67095789985727,59.7,0
321,Globalkredit,Nettokosten / Globalkredit,Sachkosten,3909403.0,3467825.0,4392221.0,5036611.0,5329626.0,6307989.0,5541156.0,6643701.0,6962701.0,7411701.0,7416701.0,Familie und Betreuung (570),Familie und Betreuung (570),61.35427838982065,61.4,0
322,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,482563.0,532445.0,666006.0,761341.0,785325.0,787647.0,891283.0,891283.0,891283.0,891283.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
323,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,10443241.0,10165000.0,13405000.0,12369337.0,13447116.0,13815583.0,14462204.0,14817200.0,15317200.0,15917200.0,16517200.0,Familie und Betreuung (570),Familie und Betreuung (570),32.2921016569473,32.3,0
324,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,101033.0,87352.0,95802.0,95802.0,95802.0,95802.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
325,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,589169.0,597052.0,758607.0,646904.0,601283.0,468679.0,623122.0,553444.0,568993.0,558323.0,558834.0,Familie und Betreuung (570),Familie und Betreuung (570),-20.450838384232707,-20.5,0
326,Globalkredit,Nettokosten / Globalkredit,Mietkosten,392699.0,242900.0,308400.0,351969.0,519643.0,631150.0,867457.0,943662.0,890562.0,885962.0,882369.0,Familie und Betreuung (570),Familie und Betreuung (570),60.721061168986935,60.7,0
327,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,614345.0,696652.0,756974.0,847597.0,952254.0,1408308.0,1045469.0,1156073.0,1155142.0,1162240.0,1157141.0,Familie und Betreuung (570),Familie und Betreuung (570),129.23731779374782,129.2,0
328,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,32444194.0,32270383.0,39694290.0,41509293.0,44828026.0,49856327.0,50023924.0,56292918.0,59123359.0,62036530.0,64528181.0,Familie und Betreuung (570),Familie und Betreuung (570),53.66794749162208,53.7,0
329,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,60000.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
330,Globalkredit,Total effektive Kosten,Total effektive Kosten,32444194.0,32270383.0,39694290.0,41449293.0,44828026.0,49796327.0,49963924.0,56232918.0,59063359.0,61976530.0,64468181.0,Familie und Betreuung (570),Familie und Betreuung (570),53.483014557242505,53.5,0
331,Globalkredit,Total effektive Kosten,Verkäufe,0.0,0.0,0.0,0.0,3800.0,1000.0,0.0,0.0,0.0,0.0,0.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
332,Globalkredit,Total effektive Kosten,Gebühren,10561647.0,10999660.0,11601861.0,11220449.0,9839050.0,11048006.0,11583460.0,13562000.0,14352000.0,15143400.0,15982284.0,Familie und Betreuung (570),Familie und Betreuung (570),4.604954132627231,4.6,0
333,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,15957.0,15957.0,15514.0,14366.0,14216.0,14216.0,14214.0,14216.0,14216.0,14216.0,14216.0,Familie und Betreuung (570),Familie und Betreuung (570),-10.910572162687222,-10.9,0
334,Globalkredit,Total effektive Kosten,Beiträge von Dritten,1163749.0,1221962.0,1632132.0,1205472.0,4781782.0,4085495.0,4766797.0,5165859.0,4891840.0,4891163.0,4890487.0,Familie und Betreuung (570),Familie und Betreuung (570),251.06324473748205,251.1,0
335,Globalkredit,Total effektive Kosten,Interne Erlöse,63647.0,75781.0,182732.0,175061.0,378.0,60507.0,60000.0,60050.0,60050.0,60050.0,60050.0,Familie und Betreuung (570),Familie und Betreuung (570),-4.933461121498263,-4.9,0
336,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,11805001.0,12313360.0,13432239.0,12615348.0,14639226.0,15209224.0,16424471.0,18802125.0,19318106.0,20108829.0,20947037.0,Familie und Betreuung (570),Familie und Betreuung (570),28.83712589266193,28.8,0
337,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,60000.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
338,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,11745001.0,12253360.0,13372239.0,12555348.0,14639226.0,15149224.0,16364471.0,18742125.0,19258106.0,20048829.0,20887037.0,Familie und Betreuung (570),Familie und Betreuung (570),28.984441976633292,29.0,0
339,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),20639193.0,19957023.0,26262051.0,28893945.0,30188800.0,34647103.0,33599453.0,37490794.0,39805253.0,41927701.0,43581144.0,Familie und Betreuung (570),Familie und Betreuung (570),67.87043466282815,67.9,0
340,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,36.0,38.0,34.0,30.0,33.0,30.0,33.0,33.0,33.0,32.0,32.0,Familie und Betreuung (570),Familie und Betreuung (570),-16.666666666666664,-16.7,0
341,Stellenplan,Personal,Stelleneinheiten,145.4,140.66,164.88,193.8,211.0,237.6,222.02,266.84,,,,Familie und Betreuung (570),Familie und Betreuung (570),63.41127922971113,63.4,0
342,Stellenplan,Personal,Auszubildende,31.9,27.8,27.8,32.0,30.0,51.0,52.0,50.0,,,,Familie und Betreuung (570),Familie und Betreuung (570),59.87460815047023,59.9,0
343,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
344,Nettokosten,Kosten,Kosten,573415.0,578926.0,904692.0,755440.0,931030.0,1059493.0,1219533.0,1200009.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,84.76897186156623,84.8,0
345,Nettokosten,Erlös,Erlös,33396.0,0.0,0.0,37401.0,64046.0,74973.0,64000.0,64000.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,124.49694574200502,124.5,0
346,Nettokosten,Nettokosten,Nettokosten,540019.0,578926.0,904692.0,718039.0,866984.0,984519.0,1155533.0,1136009.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,82.311918654714,82.3,0
347,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,6.0,0.0,0.0,5.0,7.0,7.0,5.0,5.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,16.666666666666664,16.7,0
348,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Standorte Elki-Treffs,5.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,40.0,40.0,0
349,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Spielgruppen mit Zweierleitung,14.0,14.0,19.0,14.0,20.0,19.0,20.0,20.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,35.714285714285715,35.7,0
350,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Plätze im Hausbesuchsprogramm schritt:weise,28.0,20.0,32.0,20.0,35.0,39.0,48.0,48.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,39.285714285714285,39.3,0
351,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl vermittelte Kinder in Frühförder-Angebote,100.0,80.0,80.0,77.0,103.0,246.0,100.0,100.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,146.0,146.0,0
352,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl durchgeführte Lektionen in präventiver Elternbildung,93.0,100.0,100.0,68.0,96.0,81.0,100.0,100.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,-12.903225806451612,-12.9,0
353,Leistungsmengen,Anteil (in %) Kinder mit altersgemässer motorischer Entwicklung (1),Anteil (in %) Kinder mit altersgemässer motorischer Entwicklung (1),91.0,92.0,90.0,92.0,91.0,83.0,90.0,90.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,-8.791208791208792,-8.8,0
354,Leistungsmengen,Anteil (in %) Kinder mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (2),Anteil (in %) Kinder mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (2),95.0,95.0,95.0,95.0,96.0,91.0,95.0,95.0,,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,-4.2105263157894735,-4.2,0
355,Nettokosten,Kosten,Kosten,10139903.0,9821662.0,12906243.0,12212696.0,13177290.0,13569803.0,14144234.0,14534332.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,33.825767366808144,33.8,0
356,Nettokosten,Erlös,Erlös,79706.0,70000.0,0.0,45498.0,22142.0,19540.0,10000.0,115000.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-75.48490703334755,-75.5,0
357,Nettokosten,Nettokosten,Nettokosten,10060198.0,9751662.0,12906243.0,12167197.0,13155147.0,13550263.0,14134234.0,14419332.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,34.6918122287454,34.7,0
