,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Ist 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2024 %,Percentagechange Ist 2018 vs. Ist 2024,Ist 2018 %
250,Operative Ziele,davon externe Sonderschulung,davon externe Sonderschulung,,,,332.0,349.0,362.0,386.0,380.0,387.0,,,Sonderschulung (530),Produkt 4 Finanzierung Sonderschulung,0.0,0.0,0
251,Operative Ziele,davon Einzelschulung,davon Einzelschulung,,,,11.0,11.0,14.0,17.0,10.0,10.0,,,Sonderschulung (530),Produkt 4 Finanzierung Sonderschulung,0.0,0.0,0
252,Leistungsmengen,Vgl. Parlamentarische Zielvorgaben,Anzahl Sonderschulheimplatzierungen,,,,58.0,54.0,,51.0,55.0,55.0,,,Sonderschulung (530),Produkt 4 Finanzierung Sonderschulung,0.0,0.0,0
253,1 Wirtschaftlichkeit des Angebots,Produkt MSW,Kosten pro Ausbildungsplatz für die Stadt Winterthur in CHF,25186.0,23347.0,21085.0,21234.0,20733.0,24880.0,24988.0,24430.0,25080.0,25392.0,25562.0,Berufsbildung (540),Berufsbildung (540),-0.7861510362900025,-0.8,0
254,1 Wirtschaftlichkeit des Angebots,Brückenangebote Berufsvorbereitungsjahr Profil,Kosten pro Ausbildungsplatz für die Stadt Winterthur in CHF,8070.0,8287.0,8084.0,7781.0,8779.0,9570.0,7123.0,9348.0,9314.0,9207.0,9416.0,Berufsbildung (540),Berufsbildung (540),-11.734820322180916,-11.7,0
255,2 Angebot,Produkt MSW,Anzahl Ausbildungsplätze,200.0,198.0,186.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,Berufsbildung (540),Berufsbildung (540),-10.0,-10.0,0
256,2 Angebot,Produkt MSW,Anteil Winterthurer/Winterthurerinnen an,27.0,30.0,30.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,Berufsbildung (540),Berufsbildung (540),11.11111111111111,11.1,0
257,2 Angebot,Produkt Berufsvorbereitungsjahr Profil,Anzahl Ausbildungsplätze (Berufsvorbereitungsjahr),450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
258,3 Wirkungsorientierter Faktor,Produkt MSW,"Qualität des Lehrabschlusses, Ø Abschlussnote",4.8,4.7,4.7,4.85,4.81,4.9,4.85,4.7,4.7,4.7,4.7,Berufsbildung (540),Berufsbildung (540),1.041666666666663,1.0,0
259,4 Wirkungsorientierter Faktor,Produkt MSW,"Anzahl Schüler:innen, welche die BM1",32.0,40.0,50.0,30.0,33.0,37.0,63.0,60.0,60.0,60.0,60.0,Berufsbildung (540),Berufsbildung (540),96.875,96.9,0
260,5 Wirkungsorientierter Faktor,Produkt Berufsvorbereitungsjahr Profil,Anschlusslösung an das Berufsvorbereitungsjahr in %,98.0,93.0,93.0,95.0,97.0,97.0,96.0,96.0,96.0,96.0,96.0,Berufsbildung (540),Berufsbildung (540),-2.0408163265306123,-2.0,0
261,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,8749511.0,8351755.0,7510817.0,7324636.0,7570559.0,8486364.0,7543733.0,8704378.0,8705817.0,8947470.0,9076124.0,Berufsbildung (540),Berufsbildung (540),-13.781090166067568,-13.8,0
262,Globalkredit,Nettokosten / Globalkredit,Personalkosten,13389191.0,12572992.0,12652767.0,13383478.0,13716727.0,14155117.0,14292284.0,14453179.0,14476888.0,14478388.0,14479388.0,Berufsbildung (540),Berufsbildung (540),6.744940751087948,6.7,0
263,Globalkredit,Nettokosten / Globalkredit,Sachkosten,3550472.0,3076472.0,2057754.0,1662184.0,2102897.0,1663694.0,1907953.0,2142256.0,2239530.0,2303926.0,2264130.0,Berufsbildung (540),Berufsbildung (540),-46.26198995513836,-46.3,0
264,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,858865.0,534397.0,227511.0,325524.0,324042.0,398808.0,405740.0,389673.0,399173.0,404673.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
265,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,0.0,0.0,0.0,0.0,0.0,0.0,95407.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
266,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
267,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,1176608.0,1007444.0,1615815.0,1396501.0,1347831.0,1394579.0,1308127.0,1450130.0,1422086.0,1506073.0,1551728.0,Berufsbildung (540),Berufsbildung (540),11.177809431858359,11.2,0
268,Globalkredit,Nettokosten / Globalkredit,Mietkosten,632183.0,38144.0,38144.0,40563.0,38584.0,50288.0,235946.0,231269.0,184543.0,250876.0,383543.0,Berufsbildung (540),Berufsbildung (540),-62.67757911870455,-62.7,0
269,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,381306.0,315617.0,253229.0,275700.0,323001.0,339592.0,423788.0,344503.0,335835.0,351772.0,355399.0,Berufsbildung (540),Berufsbildung (540),11.141183196697666,11.1,0
270,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,19129759.0,17869535.0,17152106.0,16985937.0,17854564.0,17927312.0,18662313.0,19027076.0,19048556.0,19290208.0,19438861.0,Berufsbildung (540),Berufsbildung (540),-2.4435540458193956,-2.4,0
271,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
272,Globalkredit,Total effektive Kosten,Total effektive Kosten,19129759.0,17869535.0,17152106.0,16985937.0,17854564.0,17927312.0,18662313.0,19027076.0,19048556.0,19290208.0,19438861.0,Berufsbildung (540),Berufsbildung (540),-2.4435540458193956,-2.4,0
273,Globalkredit,Total effektive Kosten,Verkäufe,929489.0,807000.0,809000.0,319631.0,478681.0,540297.0,536402.0,655000.0,655000.0,655000.0,675000.0,Berufsbildung (540),Berufsbildung (540),-42.290656478990066,-42.3,0
274,Globalkredit,Total effektive Kosten,Gebühren,2455304.0,2611800.0,2468800.0,2396618.0,2583161.0,2431092.0,1752919.0,1701440.0,1083246.0,1083246.0,1083246.0,Berufsbildung (540),Berufsbildung (540),-28.60684461068772,-28.6,0
275,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,235217.0,57880.0,221869.0,203134.0,486269.0,183663.0,285963.0,212420.0,197533.0,197533.0,197533.0,Berufsbildung (540),Berufsbildung (540),21.57412091813092,21.6,0
276,Globalkredit,Total effektive Kosten,Beiträge von Dritten,6447198.0,6017100.0,6117620.0,6710135.0,6707440.0,6259145.0,8511139.0,7730818.0,8383940.0,8383939.0,8383938.0,Berufsbildung (540),Berufsbildung (540),32.012992310768176,32.0,0
277,Globalkredit,Total effektive Kosten,Interne Erlöse,313040.0,24000.0,24000.0,31783.0,28453.0,26752.0,32156.0,23020.0,23020.0,23020.0,23020.0,Berufsbildung (540),Berufsbildung (540),-89.72783030922565,-89.7,0
278,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,10380248.0,9517780.0,9641289.0,9661301.0,10284005.0,9440948.0,11118580.0,10322698.0,10342739.0,10342738.0,10362737.0,Berufsbildung (540),Berufsbildung (540),7.112855107122681,7.1,0
279,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
280,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,10380248.0,9517780.0,9641289.0,9661301.0,10284005.0,9440948.0,11118580.0,10322698.0,10342739.0,10342738.0,10362737.0,Berufsbildung (540),Berufsbildung (540),7.112855107122681,7.1,0
281,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),8749511.0,8351755.0,7510817.0,7324636.0,7570559.0,8486364.0,7543733.0,8704378.0,8705817.0,8947470.0,9076124.0,Berufsbildung (540),Berufsbildung (540),-13.781090166067568,-13.8,0
282,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,53.0,54.0,56.0,57.0,58.0,53.0,60.0,54.0,54.0,54.0,53.0,Berufsbildung (540),Berufsbildung (540),13.20754716981132,13.2,0
283,Stellenplan,Personal,Stelleneinheiten,18.3,17.15,17.18,16.7,16.3,18.6,18.2,18.56,18.66,,,Berufsbildung (540),Berufsbildung (540),-0.5464480874317017,-0.5,0
284,Stellenplan,Personal,Auszubildende,185.0,186.0,186.0,172.0,178.0,168.0,175.0,182.0,184.0,,,Berufsbildung (540),Berufsbildung (540),-5.405405405405405,-5.4,0
285,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,Berufsbildung (540),Berufsbildung (540),0.0,0.0,0
286,Nettokosten,Nettokosten,Nettokosten,10104552.0,9100633.0,8352531.0,7877079.0,8133914.0,8452661.0,8693334.0,8784911.0,8861116.0,,,Berufsbildung (540),Produkt 1 MSW,-13.966160993579923,-14.0,0
287,Nettokosten,Erlös,Erlös,5067373.0,4478000.0,4473200.0,4054927.0,4401944.0,4272782.0,4445373.0,4330866.0,4346707.0,,,Berufsbildung (540),Produkt 1 MSW,-12.274604612685902,-12.3,0
288,Nettokosten,Nettokosten,Nettokosten,5037179.0,4622633.0,3879331.0,3822153.0,3731970.0,4179879.0,4247961.0,4454045.0,4514409.0,,,Berufsbildung (540),Produkt 1 MSW,-15.667856949296421,-15.7,0
289,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,50.0,49.0,54.0,51.0,54.0,51.0,51.0,49.0,49.0,,,Berufsbildung (540),Produkt 1 MSW,2.0,2.0,0
290,Operative Ziele,Abschlusserfolgsquote in %,Abschlusserfolgsquote in %,93.0,100.0,100.0,100.0,96.2,100.0,100.0,100.0,100.0,,,Berufsbildung (540),Produkt 1 MSW,7.526881720430108,7.5,0
291,Operative Ziele,Lehrabbruchquote in %,Lehrabbruchquote in %,4.8,3.0,3.0,2.3,6.2,7.0,4.4,3.0,3.0,,,Berufsbildung (540),Produkt 1 MSW,-8.333333333333323,-8.3,0
292,Operative Ziele,Ø Anzahl Lernende / Klasse,Ø Anzahl Lernende / Klasse,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,,,Berufsbildung (540),Produkt 1 MSW,0.0,0.0,0
293,Operative Ziele,Vollkosten pro Ausbildungsplatz in Franken,Vollkosten pro Ausbildungsplatz in Franken,50523.0,45952.0,45134.0,43762.0,45188.0,50661.0,51137.0,48805.0,49228.0,,,Berufsbildung (540),Produkt 1 MSW,1.2152880866140172,1.2,0
294,Operative Ziele,Kosten pro Ausbildungsplatz für die Stadt Winterthur in Franken,Kosten pro Ausbildungsplatz für die Stadt Winterthur in Franken,25186.0,23347.0,21085.0,21234.0,20733.0,24880.0,24988.0,24745.0,25080.0,,,Berufsbildung (540),Produkt 1 MSW,-0.7861510362900025,-0.8,0
295,Operative Ziele,Ertrag aus produktiven Aufträgen in Franken,Ertrag aus produktiven Aufträgen in Franken,693293.0,421200.0,421200.0,196759.0,382303.0,518321.0,414549.0,427000.0,,,,Berufsbildung (540),Produkt 1 MSW,-40.205800433582915,-40.2,0
296,Leistungsmengen,Anzahl Plätze,Anzahl Plätze,200.0,198.0,186.0,180.0,180.0,180.0,180.0,180.0,180.0,,,Berufsbildung (540),Produkt 1 MSW,-10.0,-10.0,0
297,Leistungsmengen,Anzahl Lernende,Anzahl Lernende,185.0,198.0,186.0,172.0,177.0,168.0,170.0,180.0,180.0,,,Berufsbildung (540),Produkt 1 MSW,-8.108108108108109,-8.1,0
298,Leistungsmengen,Anzahl Lernende,davon Anzahl Winterthurer Lernende,50.0,63.0,55.0,51.0,56.0,54.0,62.0,60.0,60.0,,,Berufsbildung (540),Produkt 1 MSW,24.0,24.0,0
299,Nettokosten,Nettokosten,Nettokosten,8741759.0,8768901.0,8799575.0,9067869.0,9648274.0,9474651.0,9878341.0,10242166.0,10187440.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,13.001753994819579,13.0,0
300,Nettokosten,Erlös,Erlös,5110051.0,5039780.0,5168089.0,5566332.0,5697590.0,5168166.0,6673207.0,5991832.0,5996032.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,30.589831686611348,30.6,0
301,Nettokosten,Nettokosten,Nettokosten,3631708.0,3729121.0,3631486.0,3501537.0,3950685.0,4306485.0,3205133.0,4250334.0,4191408.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-11.745850712667428,-11.7,0
302,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,58.0,57.0,59.0,61.0,59.0,55.0,68.0,59.0,59.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,17.24137931034483,17.2,0
303,Operative Ziele,Anzahl Schülerinnen und Schüler pro Klasse,Anzahl Schülerinnen und Schüler pro Klasse,14.0,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,0.0,0.0,0
304,Operative Ziele,Schulabbruchquote in %,Schulabbruchquote in %,11.0,9.0,9.0,7.0,6.0,3.0,7.0,9.0,8.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-36.36363636363637,-36.4,0
305,Operative Ziele,Anschlusserfolgsquote in % reguläre Klassen,Anschlusserfolgsquote in % reguläre Klassen,98.0,94.0,94.0,95.0,97.0,99.0,98.0,96.0,96.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,0.0,0.0,0
306,Operative Ziele,Anschlusserfolgsquote in % Sprache und Integration 1,Anschlusserfolgsquote in % Sprache und Integration 1,98.0,85.0,85.0,89.0,97.0,93.0,91.0,80.0,85.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-7.142857142857142,-7.1,0
307,Operative Ziele,Vollkosten pro belegtem Ausbildungsplatz in Franken (Bruttokosten / Anzahl Schüler effektiv geplant),Vollkosten pro belegtem Ausbildungsplatz in Franken (Bruttokosten / Anzahl Schüler effektiv geplant),26331.0,25791.0,26605.0,27313.0,26553.0,26246.0,25860.0,27168.0,26809.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-1.7887660931981315,-1.8,0
308,Operative Ziele,Kosten pro belegter Ausbildungsplatz für die Stadt Winterthur für Winterthurer Schüler in Franken,Kosten pro belegter Ausbildungsplatz für die Stadt Winterthur für Winterthurer Schüler in Franken,17131.0,17928.0,18100.0,16136.0,18206.0,19225.0,13875.0,15626.0,15410.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,-19.00647948164147,-19.0,0
309,Leistungsmengen,Anzahl Plätze (maximale Kapazität),Anzahl Plätze (maximale Kapazität),450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,0.0,0.0,0
310,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),Anzahl Schüler:innen (geplante Kapazität),332.0,340.0,331.0,332.0,362.0,361.0,383.0,377.0,380.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,15.36144578313253,15.4,0
311,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),davon Winterthurerinnen und Winterthurer,212.0,208.0,201.0,217.0,243.0,224.0,232.0,272.0,272.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,9.433962264150944,9.4,0
312,Leistungsmengen,Anzahl Schüler:innen (geplante Kapazität),davon Auswärtige,120.0,132.0,130.0,115.0,119.0,137.0,151.0,105.0,108.0,,,Berufsbildung (540),Produkt 2 Berufsvorbereitungsjahr Profil,25.833333333333336,25.8,0
313,1 Verbesserte Chancengerechtigkeit für Kinder im Vorschulalter,"Kinder mit entsprechendem Bedarf profitieren von den Angeboten zur Frühförderung mit dem Ziel, den Kindergarten-Eintritt erfolgreich zu meistern. (W)","Anteil (in %) der Kinder, die von Angeboten der Frühen Förderung profitierten mit altersgemässer motorischer Entwicklung (W) (1)",90.0,80.0,80.0,90.0,93.0,73.0,77.0,80.0,80.0,80.0,80.0,Familie und Betreuung (570),Familie und Betreuung (570),-14.444444444444443,-14.4,0
314,1 Verbesserte Chancengerechtigkeit für Kinder im Vorschulalter,"Kinder mit entsprechendem Bedarf profitieren von den Angeboten zur Frühförderung mit dem Ziel, den Kindergarten-Eintritt erfolgreich zu meistern. (W)","Anteil (in %) der Kinder, die von Angeboten der Frühen Förderung profitierten mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (W) (2)",89.0,90.0,90.0,80.0,87.0,88.0,82.0,90.0,90.0,90.0,90.0,Familie und Betreuung (570),Familie und Betreuung (570),-7.865168539325842,-7.9,0
315,2 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Eltern und Erwachsene mit Bedarf erhalten Zugang zu niederschwelligen Angeboten (L),Angebotsformen niederschwelliger Elternunterstützung im Rahmen der Frühen Förderung (3),5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Familie und Betreuung (570),Familie und Betreuung (570),-20.0,-20.0,0
316,2 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Plätze in Spielgruppen mit Zweierleitung (4),140.0,140.0,190.0,140.0,200.0,190.0,195.0,200.0,200.0,200.0,200.0,Familie und Betreuung (570),Familie und Betreuung (570),39.285714285714285,39.3,0
317,3 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl von der Stadt finanzierte Elki-Treffs (5),78.0,78.0,156.0,104.0,182.0,204.0,264.0,273.0,273.0,273.0,273.0,Familie und Betreuung (570),Familie und Betreuung (570),238.46153846153845,238.5,0
318,4 Beiträge an private Anbieter zur Integrationsförderung von Eltern und Kindern im Vorschulalter,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),"Anzahl von der Stadt finanzierte Plätze pro Jahr im Programm ""schritt:weise"" (6)",9.0,9.0,32.0,16.0,20.0,23.0,30.0,32.0,32.0,32.0,32.0,Familie und Betreuung (570),Familie und Betreuung (570),233.33333333333334,233.3,0
319,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,20639193.0,19957023.0,26262051.0,28893945.0,30188800.0,34647103.0,37350348.0,37713841.0,40867371.0,42886656.0,44457916.0,Familie und Betreuung (570),Familie und Betreuung (570),80.96806401296794,81.0,0
320,Globalkredit,Nettokosten / Globalkredit,Personalkosten,16495336.0,16618390.0,19540642.0,21590870.0,23216763.0,26338261.0,29281986.0,31407866.0,33434353.0,35125465.0,36918053.0,Familie und Betreuung (570),Familie und Betreuung (570),77.5167598889771,77.5,0
321,Globalkredit,Nettokosten / Globalkredit,Sachkosten,3909403.0,3467825.0,4392221.0,5036611.0,5329626.0,6307989.0,6601569.0,6643701.0,6928187.0,7174413.0,7467218.0,Familie und Betreuung (570),Familie und Betreuung (570),68.86386489190294,68.9,0
322,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,482563.0,532445.0,666006.0,761341.0,785325.0,954653.0,891283.0,1009631.0,1010711.0,1011856.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
323,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,10443241.0,10165000.0,13405000.0,12369337.0,13447116.0,13815583.0,14269551.0,14817200.0,15027200.0,15240350.0,15456697.0,Familie und Betreuung (570),Familie und Betreuung (570),36.639104661091324,36.6,0
324,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,101033.0,87352.0,95802.0,91651.0,91651.0,91651.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
325,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,589169.0,597052.0,758607.0,646904.0,601283.0,468679.0,439353.0,553444.0,651497.0,700767.0,728840.0,Familie und Betreuung (570),Familie und Betreuung (570),-25.42835756803226,-25.4,0
326,Globalkredit,Nettokosten / Globalkredit,Mietkosten,392699.0,242900.0,308400.0,351969.0,519643.0,631150.0,872719.0,943662.0,1142188.0,1330647.0,1431414.0,Familie und Betreuung (570),Familie und Betreuung (570),122.23611468325612,122.2,0
327,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,614345.0,696652.0,756974.0,847597.0,952254.0,1408308.0,1289531.0,1163394.0,1317260.0,1380072.0,1401725.0,Familie und Betreuung (570),Familie und Betreuung (570),109.90339304462475,109.9,0
328,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,32444194.0,32270383.0,39694290.0,41509293.0,44828026.0,49856327.0,53796715.0,56516353.0,59601966.0,62054076.0,64507454.0,Familie und Betreuung (570),Familie und Betreuung (570),65.81307274885609,65.8,0
329,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,60000.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
330,Globalkredit,Total effektive Kosten,Total effektive Kosten,32444194.0,32270383.0,39694290.0,41449293.0,44828026.0,49796327.0,53796715.0,56516353.0,59601966.0,62054076.0,64507454.0,Familie und Betreuung (570),Familie und Betreuung (570),65.81307274885609,65.8,0
331,Globalkredit,Total effektive Kosten,Verkäufe,0.0,0.0,0.0,0.0,3800.0,1000.0,0.0,0.0,0.0,0.0,0.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
332,Globalkredit,Total effektive Kosten,Gebühren,10561647.0,10999660.0,11601861.0,11220449.0,9839050.0,11048006.0,11830631.0,13562000.0,13894000.0,14334700.0,15212542.0,Familie und Betreuung (570),Familie und Betreuung (570),12.015020005875977,12.0,0
333,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,15957.0,15957.0,15514.0,14366.0,14216.0,14216.0,15116.0,14216.0,14216.0,14216.0,14216.0,Familie und Betreuung (570),Familie und Betreuung (570),-5.270414238265339,-5.3,0
334,Globalkredit,Total effektive Kosten,Beiträge von Dritten,1163749.0,1221962.0,1632132.0,1205472.0,4781782.0,4085495.0,4540304.0,5166246.0,4726250.0,4718375.0,4722650.0,Familie und Betreuung (570),Familie und Betreuung (570),290.1446102209325,290.1,0
335,Globalkredit,Total effektive Kosten,Interne Erlöse,63647.0,75781.0,182732.0,175061.0,378.0,60507.0,60315.0,60050.0,100130.0,100130.0,100130.0,Familie und Betreuung (570),Familie und Betreuung (570),-5.2351249862522975,-5.2,0
336,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,11805001.0,12313360.0,13432239.0,12615348.0,14639226.0,15209224.0,16446366.0,18802512.0,18734596.0,19167420.0,20049537.0,Familie und Betreuung (570),Familie und Betreuung (570),39.31693864320723,39.3,0
337,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,60000.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
338,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,11745001.0,12253360.0,13372239.0,12555348.0,14639226.0,15149224.0,16386366.0,18742512.0,18674596.0,19107420.0,19989537.0,Familie und Betreuung (570),Familie und Betreuung (570),39.51779144165249,39.5,0
339,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),20639193.0,19957023.0,26262051.0,28893945.0,30188800.0,34647103.0,37350348.0,37713841.0,40867371.0,42886656.0,44457916.0,Familie und Betreuung (570),Familie und Betreuung (570),80.96806401296794,81.0,0
340,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,36.0,38.0,34.0,30.0,33.0,30.0,30.0,33.0,31.0,31.0,31.0,Familie und Betreuung (570),Familie und Betreuung (570),-16.666666666666664,-16.7,0
341,Stellenplan,Personal,Stelleneinheiten,145.4,140.66,164.88,193.8,211.0,237.6,257.2,266.84,279.92,,,Familie und Betreuung (570),Familie und Betreuung (570),76.89133425034387,76.9,0
342,Stellenplan,Personal,Auszubildende,31.9,27.8,27.8,32.0,30.0,51.0,52.0,50.0,70.68,,,Familie und Betreuung (570),Familie und Betreuung (570),63.00940438871474,63.0,0
343,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,Familie und Betreuung (570),Familie und Betreuung (570),0.0,0.0,0
344,Nettokosten,Kosten,Kosten,573415.0,578926.0,904692.0,755440.0,931030.0,1059493.0,1103584.0,1202470.0,1197933.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,92.4581672959375,92.5,0
345,Nettokosten,Erlös,Erlös,33396.0,0.0,0.0,37401.0,64046.0,74973.0,76577.0,64000.0,64000.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,129.29991615762367,129.3,0
346,Nettokosten,Nettokosten,Nettokosten,540019.0,578926.0,904692.0,718039.0,866984.0,984519.0,1027006.0,1138470.0,1133933.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,90.17960479168326,90.2,0
347,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,6.0,0.0,0.0,5.0,7.0,7.0,7.0,5.0,5.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,16.666666666666664,16.7,0
348,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Standorte Elki-Treffs,5.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,40.0,40.0,0
349,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Spielgruppen mit Zweierleitung,14.0,14.0,19.0,14.0,20.0,19.0,19.0,20.0,20.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,35.714285714285715,35.7,0
350,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl Plätze im Hausbesuchsprogramm schritt:weise,28.0,20.0,32.0,20.0,35.0,39.0,45.0,48.0,48.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,60.71428571428571,60.7,0
351,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl vermittelte Kinder in Frühförder-Angebote,100.0,80.0,80.0,77.0,103.0,246.0,132.0,100.0,100.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,32.0,32.0,0
352,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl durchgeführte Lektionen in präventiver Elternbildung,93.0,100.0,100.0,68.0,96.0,81.0,96.0,100.0,100.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,3.225806451612903,3.2,0
